Transaction_date,Transaction_ID,Gender,Age,Marital_status,State_names,Segment,Employed_status,Payment_method,Referal,Amount_spent,Age_Group
04/08/2019,151470,Female,32,Married,New York,Gold,Unemployed,Other,0,$522.24,30-39
04/08/2019,151471,Female,51,Married,South Dakota,Silver,Employed,PayPal,1,"$2,558.27",50-59
04/08/2019,151472,Female,51,Married,Vermont,Basic,Self-Employed,Other,1,$603.47,50-59
04/09/2019,151473,Female,45,Single,Colorado,Silver,Employed,Card,0,"$2,790.30",40-49
04/10/2019,151474,Female,50,Married,South Carolina,Platinum,Employed,PayPal,1,$801.07,50-59
04/10/2019,151475,Female,56,Married,Wyoming,Basic,Employed,PayPal,1,$250.81,50-59
04/10/2019,151476,Female,74,Married,Florida,Basic,Employed,Other,1,"$2,076.39",70-79
04/10/2019,151477,Female,49,Married,Oklahoma,Platinum,Employed,PayPal,0,"$2,692.40",40-49
04/10/2019,151478,Male,22,Single,Pennsylvania,Basic,Employed,PayPal,1,"$2,928.57",20-29
04/11/2019,151479,Female,71,Single,Vermont,Platinum,Employed,PayPal,1,"$1,707.96",70-79
04/11/2019,151480,Male,59,Married,Mississippi,Basic,Self-Employed,Card,1,"$2,501.05",50-59
04/11/2019,151481,Female,46,Married,Oklahoma,Basic,Employed,Card,1,"$1,757.27",40-49
04/11/2019,151482,Male,47,Single,Georgia,Platinum,Employed,PayPal,1,"$1,994.46",40-49
04/11/2019,151483,Female,0,Single,Indiana,Silver,Employed,PayPal,0,"$1,925.00",90 & Above
04/11/2019,151484,Male,56,Single,Florida,Missing,Employed,Other,1,"$1,600.96",50-59
04/12/2019,151485,Female,55,Married,Arizona,Basic,Self-Employed,Other,1,"$2,773.68",50-59
04/12/2019,151486,Male,43,Single,Nebraska,Silver,Self-Employed,PayPal,1,"$2,749.66",40-49
04/12/2019,151487,Male,61,Married,Massachusetts,Gold,Employed,Other,1,$0.00,60-69
4/13/2019,151488,Female,37,Single,Arizona,Silver,Employed,Other,1,"$1,733.91",30-39
4/13/2019,151489,Male,39,Single,Mississippi,Silver,Unknown,Card,0,$329.20,30-39
4/13/2019,151490,Female,73,Married,Wisconsin,Basic,Unemployed,PayPal,1,"$2,787.95",70-79
4/14/2019,151491,Male,48,Married,California,Platinum,Employed,PayPal,1,$910.97,40-49
4/14/2019,151492,Female,78,Single,Oregon,Silver,Employed,PayPal,0,$7.44,70-79
4/14/2019,151493,Male,53,Single,Colorado,Basic,Employed,Card,1,"$1,342.22",50-59
4/15/2019,151494,Male,46,Married,Utah,Missing,Employed,Other,1,$0.00,40-49
4/15/2019,151495,Female,55,Married,North Dakota,Basic,Employed,PayPal,1,"$2,084.64",50-59
4/16/2019,151496,Female,63,Single,Hawaii,Silver,Employed,PayPal,0,$945.70,60-69
4/16/2019,151497,Female,15,Single,South Dakota,Missing,Employed,PayPal,0,"$1,380.20",15-19
4/17/2019,151498,Male,57,Single,Kentucky,Basic,Unemployed,PayPal,0,$663.43,50-59
4/17/2019,151499,Female,50,Married,Indiana,Basic,Self-Employed,Card,0,"$1,394.19",50-59
4/17/2019,151500,Unknown,37,Single,Missouri,Silver,Employed,PayPal,0,$638.49,30-39
4/17/2019,151501,Male,28,Single,Alaska,Platinum,Employed,PayPal,0,"$1,834.95",20-29
4/17/2019,151502,Male,18,Married,Arizona,Basic,Unemployed,Card,1,"$1,835.84",15-19
4/17/2019,151503,Female,35,Single,Illinois,Gold,Employed,Card,1,"$1,884.42",30-39
4/18/2019,151504,Female,70,Married,Nevada,Basic,Employed,PayPal,1,"$1,176.71",70-79
4/19/2019,151505,Female,50,Married,Vermont,Basic,Employed,PayPal,0,$53.82,50-59
4/19/2019,151506,Female,54,Married,Maine,Platinum,Employed,PayPal,0,$982.39,50-59
4/19/2019,151507,Female,48,Married,Kentucky,Basic,Employed,PayPal,1,"$1,690.70",40-49
4/20/2019,151508,Female,68,Married,Wyoming,Basic,Employed,PayPal,0,$0.00,60-69
4/20/2019,151509,Female,30,Married,Michigan,Platinum,Employed,PayPal,1,"$2,703.18",30-39
4/20/2019,151510,Female,38,Married,Texas,Basic,Employed,PayPal,0,$281.95,30-39
4/20/2019,151511,Male,32,Married,Hawaii,Basic,Self-Employed,Other,1,$338.98,30-39
4/21/2019,151512,Male,67,Married,Pennsylvania,Silver,Employed,PayPal,0,$883.97,60-69
4/21/2019,151513,Female,58,Married,Vermont,Silver,Employed,PayPal,1,"$2,861.87",50-59
4/21/2019,151514,Male,31,Married,Oregon,Basic,Unemployed,Other,1,$975.49,30-39
4/21/2019,151515,Male,42,Single,Ohio,Basic,Employed,Other,1,$421.83,40-49
4/21/2019,151516,Male,62,Married,Alaska,Basic,Employed,Other,1,$588.88,60-69
4/21/2019,151517,Male,54,Single,New York,Platinum,Employed,Other,0,"$2,463.70",50-59
4/21/2019,151518,Male,66,Single,Connecticut,Silver,Employed,PayPal,0,$639.44,60-69
4/21/2019,151519,Female,43,Single,Oklahoma,Basic,Employed,PayPal,0,$52.20,40-49
4/22/2019,151520,Female,37,Married,Oregon,Gold,Employed,PayPal,0,$0.00,30-39
4/22/2019,151521,Unknown,40,Married,Florida,Gold,Employed,Card,0,"$2,092.27",40-49
4/22/2019,151522,Male,54,Single,South Dakota,Silver,Unemployed,PayPal,1,$0.00,50-59
4/22/2019,151523,Female,42,Married,Michigan,Basic,Employed,Other,1,"$2,969.97",40-49
4/22/2019,151524,Male,70,Married,Kansas,Basic,Self-Employed,PayPal,0,$492.40,70-79
4/23/2019,151525,Female,42,Married,Pennsylvania,Basic,Employed,PayPal,1,$131.92,40-49
4/23/2019,151526,Male,22,Married,New Hampshire,Silver,Employed,Other,1,"$2,621.53",20-29
4/24/2019,151527,Female,17,Married,Kentucky,Basic,Employed,Card,0,"$2,062.18",15-19
4/25/2019,151528,Male,0,Single,Texas,Basic,Employed,Card,0,$930.13,90 & Above
4/25/2019,151529,Male,54,Married,Florida,Missing,Employed,Card,1,$877.61,50-59
4/25/2019,151530,Female,55,Married,California,Basic,Employed,PayPal,0,"$2,491.79",50-59
4/26/2019,151531,Female,30,Married,North Carolina,Missing,Self-Employed,Card,1,"$2,660.45",30-39
4/26/2019,151532,Male,61,Single,New York,Silver,Employed,Other,0,"$2,910.02",60-69
4/26/2019,151533,Male,48,Married,Oklahoma,Basic,Self-Employed,PayPal,1,"$2,929.12",40-49
4/26/2019,151534,Female,42,Married,New Jersey,Basic,Unemployed,PayPal,0,"$1,095.86",40-49
4/27/2019,151535,Female,54,Married,Florida,Basic,Employed,PayPal,0,$692.54,50-59
4/27/2019,151536,Male,31,Single,New York,Gold,Unemployed,PayPal,1,$138.00,30-39
4/27/2019,151537,Female,78,Married,Massachusetts,Basic,Employed,Other,0,"$2,557.47",70-79
4/28/2019,151538,Male,54,Married,Minnesota,Gold,Unemployed,PayPal,0,$363.87,50-59
4/28/2019,151539,Female,37,Single,Oklahoma,Missing,Unemployed,Card,1,"$1,888.32",30-39
4/29/2019,151540,Female,49,Single,Pennsylvania,Silver,Unemployed,Other,0,"$1,664.69",40-49
4/29/2019,151541,Male,72,Married,Alabama,Basic,Employed,PayPal,1,$118.72,70-79
4/29/2019,151542,Female,74,Married,Indiana,Silver,Employed,Card,1,"$2,679.12",70-79
4/30/2019,151543,Male,68,Married,Vermont,Basic,Employed,Other,0,$851.48,60-69
4/30/2019,151544,Female,18,Single,Idaho,Basic,Employed,PayPal,1,"$1,725.46",15-19
4/30/2019,151545,Male,65,Married,Maine,Basic,Self-Employed,Card,1,$977.77,60-69
4/30/2019,151546,Female,56,Single,West Virginia,Missing,Self-Employed,Card,1,"$2,585.48",50-59
05/01/2019,151547,Male,50,Married,Washington,Silver,Employed,PayPal,1,"$2,000.87",50-59
05/01/2019,151548,Female,70,Married,Alaska,Platinum,Self-Employed,Other,1,$692.48,70-79
05/01/2019,151549,Male,40,Single,Illinois,Gold,Employed,PayPal,0,$0.00,40-49
05/01/2019,151550,Female,54,Married,Indiana,Basic,Employed,Card,1,"$1,465.74",50-59
05/01/2019,151551,Male,31,Married,Arkansas,Basic,Employed,Card,0,$417.24,30-39
05/02/2019,151552,Male,63,Single,Maine,Basic,Employed,Other,1,"$2,707.84",60-69
05/02/2019,151553,Female,26,Single,Virginia,Basic,Employed,PayPal,1,"$2,043.82",20-29
05/02/2019,151554,Female,15,Single,North Carolina,Basic,Employed,PayPal,1,$0.00,15-19
05/03/2019,151555,Female,50,Single,Rhode Island,Silver,Employed,Card,0,$140.97,50-59
05/03/2019,151556,Male,70,Single,Kansas,Basic,Employed,Other,1,"$1,559.00",70-79
05/03/2019,151557,Male,75,Married,New Mexico,Gold,Employed,PayPal,0,"$2,935.68",70-79
05/04/2019,151558,Male,25,Single,Texas,Basic,Employed,Other,1,"$1,432.66",20-29
05/04/2019,151559,Female,57,Married,Oregon,Platinum,Self-Employed,Other,0,$151.83,50-59
05/04/2019,151560,Male,42,Single,Pennsylvania,Gold,Employed,PayPal,1,$446.72,40-49
05/06/2019,151561,Male,54,Married,Alabama,Basic,Unemployed,PayPal,1,"$1,264.38",50-59
05/06/2019,151562,Male,50,Married,Georgia,Platinum,Employed,PayPal,0,"$1,935.65",50-59
05/07/2019,151563,Female,39,Single,Arkansas,Platinum,Employed,PayPal,0,"$1,795.28",30-39
05/07/2019,151564,Male,52,Single,Nebraska,Gold,Self-Employed,PayPal,1,$993.37,50-59
05/07/2019,151565,Female,53,Married,Alabama,Basic,Employed,Card,0,"$1,317.05",50-59
05/08/2019,151566,Male,44,Single,Missouri,Gold,Employed,Other,1,"$1,557.57",40-49
05/08/2019,151567,Female,31,Single,New York,Silver,Self-Employed,PayPal,1,$0.00,30-39
05/09/2019,151568,Male,25,Single,New Mexico,Basic,Unemployed,PayPal,0,$0.00,20-29
05/09/2019,151569,Unknown,67,Married,Maryland,Platinum,Employed,PayPal,1,"$2,016.30",60-69
05/09/2019,151570,Male,59,Single,Georgia,Silver,Employed,Card,0,$0.00,50-59
05/09/2019,151571,Female,64,Single,Illinois,Silver,Unemployed,Card,1,$788.82,60-69
05/09/2019,151572,Male,47,Married,Hawaii,Missing,Employed,PayPal,1,"$1,239.29",40-49
05/09/2019,151573,Male,43,Single,Hawaii,Silver,Employed,Card,0,"$2,450.00",40-49
05/10/2019,151574,Female,40,Married,Wyoming,Basic,Employed,Card,1,"$1,787.80",40-49
05/10/2019,151575,Female,31,Single,Maryland,Silver,Employed,Other,1,"$2,870.80",30-39
05/10/2019,151576,Female,51,Single,Oklahoma,Silver,Self-Employed,Card,1,$979.14,50-59
05/10/2019,151577,Male,26,Single,Missouri,Silver,Employed,PayPal,1,"$1,521.48",20-29
05/10/2019,151578,Male,28,Married,Colorado,Platinum,Employed,PayPal,1,"$2,673.29",20-29
05/11/2019,151579,Male,67,Married,Ohio,Basic,Employed,PayPal,1,$198.04,60-69
05/11/2019,151580,Male,56,Married,Oregon,Gold,Employed,PayPal,1,$288.93,50-59
05/11/2019,151581,Female,65,Married,Maine,Basic,Self-Employed,PayPal,1,"$2,564.80",60-69
05/12/2019,151582,Female,24,Married,New Jersey,Missing,Employed,Card,1,$147.79,20-29
05/12/2019,151583,Male,66,Single,Montana,Basic,Employed,Other,0,$488.21,60-69
05/12/2019,151584,Female,26,Married,Pennsylvania,Missing,Unemployed,Card,1,$376.84,20-29
05/12/2019,151585,Male,68,Married,Louisiana,Silver,Self-Employed,Other,0,"$2,437.16",60-69
05/12/2019,151586,Male,61,Single,Nebraska,Silver,Employed,PayPal,1,"$2,966.93",60-69
05/12/2019,151587,Female,39,Single,Washington,Basic,Self-Employed,Card,0,"$2,712.31",30-39
05/12/2019,151588,Female,60,Single,Vermont,Platinum,Employed,Other,1,$0.00,60-69
05/12/2019,151589,Female,51,Single,Arkansas,Platinum,Employed,PayPal,0,"$1,160.61",50-59
5/13/2019,151590,Male,32,Single,Maine,Basic,Employed,PayPal,1,$408.35,30-39
5/13/2019,151591,Female,78,Married,New Mexico,Basic,Employed,Card,1,$0.00,70-79
5/13/2019,151592,Male,60,Married,Michigan,Basic,Employed,Other,0,"$1,675.80",60-69
5/14/2019,151593,Male,42,Married,Utah,Basic,Employed,Other,1,"$2,618.52",40-49
5/14/2019,151594,Male,48,Married,New Hampshire,Gold,Unemployed,Other,1,"$2,656.04",40-49
5/15/2019,151595,Female,27,Married,Utah,Basic,Employed,Card,1,$861.86,20-29
5/15/2019,151596,Male,36,Married,South Carolina,Silver,Employed,PayPal,1,"$1,447.65",30-39
5/15/2019,151597,Male,54,Single,North Carolina,Platinum,Employed,Card,1,"$2,936.96",50-59
5/16/2019,151598,Female,61,Married,Rhode Island,Silver,Employed,Other,0,$70.00,60-69
5/16/2019,151599,Female,28,Married,Nebraska,Platinum,Unemployed,Card,1,"$1,575.98",20-29
5/16/2019,151600,Male,30,Married,West Virginia,Platinum,Employed,Card,0,"$2,825.66",30-39
5/17/2019,151601,Female,40,Married,Alabama,Gold,Employed,Card,0,$0.00,40-49
5/17/2019,151602,Female,37,Single,Washington,Basic,Self-Employed,PayPal,1,$0.00,30-39
5/17/2019,151603,Male,70,Single,Iowa,Basic,Self-Employed,Card,0,$672.20,70-79
5/18/2019,151604,Male,65,Married,Georgia,Platinum,Unemployed,Other,0,"$1,556.90",60-69
5/19/2019,151605,Male,46,Single,Georgia,Basic,Employed,Other,1,$858.76,40-49
5/19/2019,151606,Female,46,Married,Minnesota,Gold,Employed,Card,1,"$2,035.45",40-49
5/19/2019,151607,Female,24,Single,Georgia,Basic,Employed,Card,1,"$2,899.42",20-29
5/19/2019,151608,Unknown,67,Married,New Mexico,Silver,Employed,Card,0,"$1,305.22",60-69
5/20/2019,151609,Female,72,Single,Michigan,Basic,Employed,Card,0,"$1,680.73",70-79
5/20/2019,151610,Male,19,Single,New Jersey,Basic,Self-Employed,PayPal,1,"$1,401.18",15-19
5/20/2019,151611,Male,51,Married,Tennessee,Platinum,Employed,Card,0,"$1,318.86",50-59
5/20/2019,151612,Female,30,Married,Connecticut,Platinum,Employed,PayPal,1,$28.27,30-39
5/20/2019,151613,Female,20,Married,Wisconsin,Basic,Self-Employed,PayPal,0,"$1,350.76",20-29
5/21/2019,151614,Male,64,Single,Illinois,Silver,Unemployed,PayPal,1,$889.38,60-69
5/21/2019,151615,Female,71,Married,Arkansas,Basic,Employed,Card,1,"$2,883.69",70-79
5/22/2019,151616,Male,50,Married,Mississippi,Silver,Employed,PayPal,1,"$1,623.72",50-59
5/23/2019,151617,Female,63,Single,North Dakota,Silver,Employed,PayPal,1,"$2,619.18",60-69
5/23/2019,151618,Female,32,Married,Maine,Basic,Self-Employed,Card,0,"$1,233.36",30-39
5/23/2019,151619,Female,26,Married,New Hampshire,Basic,Unemployed,PayPal,1,$0.00,20-29
5/24/2019,151620,Female,65,Married,California,Basic,Employed,PayPal,1,"$1,134.46",60-69
5/24/2019,151621,Female,63,Single,Louisiana,Basic,Employed,Other,1,$958.83,60-69
5/24/2019,151622,Male,38,Single,Alaska,Basic,Unemployed,PayPal,1,"$1,526.24",30-39
5/24/2019,151623,Female,48,Married,Vermont,Platinum,Employed,Card,0,"$1,310.51",40-49
5/24/2019,151624,Male,55,Married,New York,Basic,Employed,PayPal,1,$392.63,50-59
5/24/2019,151625,Female,44,Married,Vermont,Basic,Employed,Card,1,"$1,217.31",40-49
5/25/2019,151626,Male,43,Single,New Jersey,Platinum,Self-Employed,PayPal,1,$0.00,40-49
5/25/2019,151627,Male,65,Single,Arizona,Basic,Self-Employed,Other,1,"$2,469.58",60-69
5/26/2019,151628,Male,72,Married,Michigan,Basic,Employed,Card,0,$602.97,70-79
5/26/2019,151629,Male,50,Married,New Jersey,Basic,Employed,Card,1,"$2,083.16",50-59
5/27/2019,151630,Female,42,Single,Georgia,Platinum,Employed,PayPal,0,"$1,582.94",40-49
5/27/2019,151631,Male,44,Married,Minnesota,Platinum,Employed,Card,0,$575.17,40-49
5/27/2019,151632,Female,39,Married,Florida,Gold,Employed,Card,1,"$1,913.57",30-39
5/28/2019,151633,Female,42,Single,Arizona,Basic,Employed,Other,0,"$1,519.64",40-49
5/28/2019,151634,Female,52,Single,Maryland,Basic,Employed,PayPal,1,$809.64,50-59
5/28/2019,151635,Male,60,Married,Delaware,Basic,Unknown,Card,0,$176.49,60-69
5/28/2019,151636,Male,49,Married,Pennsylvania,Basic,Employed,PayPal,1,"$1,154.13",40-49
5/28/2019,151637,Female,41,Single,Oregon,Basic,Employed,PayPal,1,$218.64,40-49
5/28/2019,151638,Female,0,Single,Colorado,Missing,Employed,Card,0,$903.79,90 & Above
5/28/2019,151639,Female,27,Single,Colorado,Gold,Employed,PayPal,0,$0.00,20-29
5/29/2019,151640,Male,54,Married,Nebraska,Basic,Employed,Card,1,$682.48,50-59
5/29/2019,151641,Female,52,Married,North Dakota,Basic,Employed,PayPal,0,"$1,411.92",50-59
5/29/2019,151642,Female,65,Single,Alabama,Silver,Employed,PayPal,0,"$2,520.85",60-69
5/30/2019,151643,Male,44,Single,California,Basic,Employed,PayPal,1,$977.74,40-49
5/30/2019,151644,Male,24,Married,Washington,Missing,Employed,PayPal,0,"$2,590.37",20-29
5/31/2019,151645,Female,29,Married,Arkansas,Silver,Self-Employed,Card,1,"$2,966.21",20-29
5/31/2019,151646,Male,68,Married,Connecticut,Missing,Employed,Other,0,$141.03,60-69
06/01/2019,151647,Female,66,Married,Georgia,Platinum,Employed,Card,0,$502.91,60-69
06/01/2019,151648,Male,31,Married,Alaska,Silver,Employed,PayPal,1,"$1,371.52",30-39
06/01/2019,151649,Male,77,Single,Minnesota,Missing,Self-Employed,PayPal,1,$853.19,70-79
06/01/2019,151650,Unknown,33,Married,New Mexico,Missing,Employed,Other,0,"$1,887.78",30-39
06/02/2019,151651,Male,20,Married,Florida,Basic,Employed,PayPal,1,"$2,862.92",20-29
06/02/2019,151652,Female,36,Single,New Jersey,Gold,Employed,PayPal,1,"$2,558.00",30-39
06/02/2019,151653,Female,18,Married,Arizona,Missing,Employed,PayPal,0,"$1,440.43",15-19
06/02/2019,151654,Female,53,Married,Missouri,Gold,Employed,Other,1,$895.47,50-59
06/03/2019,151655,Male,17,Single,Oklahoma,Platinum,Unemployed,PayPal,0,"$2,061.81",15-19
06/03/2019,151656,Female,49,Single,Kansas,Basic,Unemployed,Card,0,"$1,057.45",40-49
06/04/2019,151657,Female,32,Married,Maine,Basic,Employed,Card,1,$333.86,30-39
06/04/2019,151658,Male,59,Married,Minnesota,Gold,Employed,Other,0,$0.00,50-59
06/04/2019,151659,Male,43,Married,North Carolina,Missing,Self-Employed,Card,0,"$1,734.30",40-49
06/04/2019,151660,Female,60,Single,Wyoming,Silver,Employed,PayPal,0,"$1,870.31",60-69
06/05/2019,151661,Female,42,Single,Indiana,Platinum,Self-Employed,PayPal,1,"$2,763.73",40-49
06/05/2019,151662,Male,24,Married,Alaska,Basic,Employed,PayPal,1,$904.22,20-29
06/05/2019,151663,Female,71,Single,Georgia,Basic,Employed,Card,1,$838.78,70-79
06/05/2019,151664,Female,22,Single,Vermont,Basic,Employed,Other,1,"$2,656.59",20-29
06/05/2019,151665,Male,42,Married,Minnesota,Silver,Self-Employed,Card,1,$717.16,40-49
06/05/2019,151666,Male,71,Single,West Virginia,Gold,Self-Employed,Card,1,$187.04,70-79
06/05/2019,151667,Male,38,Married,Virginia,Silver,Unemployed,PayPal,0,"$1,124.36",30-39
06/07/2019,151668,Female,64,Single,South Dakota,Silver,Employed,PayPal,1,$35.65,60-69
06/07/2019,151669,Male,71,Married,Wisconsin,Silver,Employed,PayPal,1,"$2,526.89",70-79
06/07/2019,151670,Male,40,Single,Kentucky,Platinum,Employed,PayPal,1,"$2,544.75",40-49
06/07/2019,151671,Male,43,Single,Vermont,Basic,Employed,PayPal,0,"$1,430.28",40-49
06/07/2019,151672,Female,36,Married,Maryland,Silver,Employed,Other,0,"$1,648.55",30-39
06/07/2019,151673,Male,65,Married,Arizona,Gold,Self-Employed,PayPal,1,"$2,998.62",60-69
06/08/2019,151674,Female,76,Married,Massachusetts,Gold,Employed,Other,0,"$1,455.74",70-79
06/08/2019,151675,Female,15,Married,Pennsylvania,Basic,Employed,PayPal,0,"$1,194.19",15-19
06/08/2019,151676,Female,37,Married,Virginia,Basic,Employed,Other,1,"$2,455.62",30-39
06/08/2019,151677,Male,52,Married,New Mexico,Basic,Self-Employed,Card,0,"$2,559.47",50-59
06/09/2019,151678,Male,30,Single,New York,Basic,Employed,Card,1,$832.12,30-39
06/10/2019,151679,Male,46,Married,Colorado,Platinum,Unemployed,PayPal,0,$0.00,40-49
06/10/2019,151680,Unknown,16,Single,Mississippi,Basic,Employed,Card,0,$241.48,15-19
06/10/2019,151681,Female,72,Married,Illinois,Silver,Self-Employed,Other,1,$0.00,70-79
06/10/2019,151682,Male,37,Married,North Dakota,Platinum,Self-Employed,Card,1,"$1,701.43",30-39
06/11/2019,151683,Female,70,Married,Delaware,Basic,Employed,PayPal,1,"$2,910.99",70-79
06/12/2019,151684,Male,26,Married,New York,Silver,Employed,Other,0,"$2,091.42",20-29
06/12/2019,151685,Male,16,Married,Virginia,Platinum,Employed,PayPal,1,"$2,879.28",15-19
6/13/2019,151686,Male,53,Married,Pennsylvania,Gold,Self-Employed,Other,0,"$1,181.46",50-59
6/14/2019,151687,Female,40,Single,Alaska,Platinum,Employed,Other,1,$0.00,40-49
6/14/2019,151688,Female,30,Married,Louisiana,Silver,Employed,PayPal,0,$400.91,30-39
6/14/2019,151689,Male,38,Married,Montana,Basic,Employed,PayPal,1,"$2,978.21",30-39
6/15/2019,151690,Male,33,Married,Rhode Island,Platinum,Self-Employed,Other,1,"$1,544.59",30-39
6/15/2019,151691,Female,26,Single,Idaho,Platinum,Self-Employed,Card,1,"$1,134.36",20-29
6/15/2019,151692,Female,49,Single,Nebraska,Silver,Employed,PayPal,1,"$2,946.34",40-49
6/15/2019,151693,Female,30,Married,California,Basic,Employed,Other,1,$603.13,30-39
6/15/2019,151694,Female,76,Married,California,Silver,Employed,Other,1,$623.83,70-79
6/16/2019,151695,Female,26,Single,Kentucky,Missing,Unemployed,PayPal,0,$880.27,20-29
6/16/2019,151696,Female,55,Married,New Jersey,Silver,Employed,Other,1,$0.00,50-59
6/16/2019,151697,Male,70,Married,Arizona,Basic,Employed,PayPal,1,$0.00,70-79
6/17/2019,151698,Female,60,Single,North Dakota,Basic,Employed,Card,1,$374.63,60-69
6/17/2019,151699,Female,66,Married,Ohio,Basic,Employed,Other,0,$0.00,60-69
6/17/2019,151700,Male,30,Married,Arizona,Basic,Employed,PayPal,1,$20.77,30-39
6/18/2019,151701,Female,78,Single,Alaska,Basic,Employed,PayPal,0,$0.00,70-79
6/18/2019,151702,Female,72,Married,Maine,Basic,Self-Employed,PayPal,1,$600.17,70-79
6/19/2019,151703,Female,41,Married,California,Silver,Employed,PayPal,1,$867.63,40-49
6/19/2019,151704,Female,34,Married,Pennsylvania,Basic,Employed,PayPal,1,$962.60,30-39
6/19/2019,151705,Male,26,Married,Pennsylvania,Missing,Employed,Card,1,"$1,949.59",20-29
6/19/2019,151706,Female,0,Married,Illinois,Gold,Unemployed,PayPal,0,"$1,083.38",90 & Above
6/19/2019,151707,Female,69,Married,West Virginia,Gold,Employed,PayPal,1,"$1,377.65",60-69
6/20/2019,151708,Female,45,Married,Minnesota,Basic,Employed,PayPal,1,$25.60,40-49
6/20/2019,151709,Female,76,Single,Kansas,Silver,Employed,PayPal,1,$82.27,70-79
6/20/2019,151710,Male,50,Married,Mississippi,Basic,Employed,PayPal,1,"$1,586.92",50-59
6/21/2019,151711,Male,51,Single,Florida,Basic,Employed,PayPal,0,"$2,857.30",50-59
6/21/2019,151712,Female,49,Married,South Dakota,Basic,Employed,Card,0,"$1,282.76",40-49
6/21/2019,151713,Male,55,Married,West Virginia,Basic,Employed,Other,1,"$2,473.97",50-59
6/21/2019,151714,Female,65,Single,West Virginia,Basic,Employed,Card,0,$311.71,60-69
6/21/2019,151715,Female,62,Married,Illinois,Basic,Employed,PayPal,0,"$1,109.49",60-69
6/22/2019,151716,Female,59,Single,Connecticut,Platinum,Employed,Card,0,$893.45,50-59
6/22/2019,151717,Female,47,Single,Nevada,Gold,Employed,Other,1,$0.00,40-49
